Column1,Room Type,Monthly Rent,County,State
18798,1br,758.0,Kent County,MI
18799,1br,730.0,Shelby County,TN
18800,2br,1318.0,Salt Lake County,UT
18801,studio,857.0,Salt Lake County,UT
18802,4br,2785.0,New York County,NY
18803,studio,998.0,Orange County,FL
18804,,941.0,Harford County,MD
18805,studio,778.0,Clark County,NV
18806,1br,1090.0,Harris County,TX
18807,studio,1172.0,Will County,IL
18808,3br,1716.0,Benton County,
18809,3br,1836.0,Clark County,NV
18810,,1384.0,Nash County,NC
18811,2br,1007.0,Cumberland County,
18812,,1158.0,Yolo County,CA
18813,studio,524.0,Newaygo County,MI
18814,4br,1715.0,Oklahoma County,OK
18815,2br,2207.0,Los Angeles County,CA
18816,,808.0,Washington County,AR
18817,1br,1267.0,Cook County,IL
18818,studio,713.0,Jackson County,MO
18819,3br,1753.0,Worcester County,MA
18820,4br,1026.0,Georgetown County,SC
18821,1br,556.0,Bath County,KY
18822,2br,1465.0,Miami-Dade County,
18823,3br,1864.0,Clark County,WA
18824,2br,745.0,Blue Earth County,MN
18825,4br,1913.0,Clark County,NV
18826,3br,2118.0,Denton County,TX
18827,3br,1242.0,Portage County,WI
18828,studio,1908.0,Plymouth County,MA
18829,3br,1559.0,Orange County,VT
18830,2br,1822.0,Ellis County,TX
18831,3br,2115.0,Larimer County,CO
18832,3br,1942.0,Pierce County,WA
18833,1br,495.0,Lawrence County,AL
18834,1br,1901.0,Suffolk County,MA
18835,2br,958.0,Windham County,CT
18836,3br,1460.0,Jackson County,MO
18837,3br,1637.0,Orange County,NY
18838,studio,1128.0,Gwinnett County,GA
18839,3br,3038.0,San Diego County,CA
18840,2br,1755.0,Douglas County,CO
18841,studio,1073.0,Coconino County,AZ
18842,3br,1539.0,zCuyahoga County,OH
18843,2br,847.0,White Couty,IN
18844,3br,2423.0,Ocean County,NJ
18845,2br,782.0,Cowley County,KS
18846,4br,1349.0,Pointe Coupee Parish,LA
18847,4br,1254.0,Saline County,AR
18848,3br,809.0,Wilson County,
18849,4br,1137.0,Green County,WI
18850,studio,1218.0,Los Angeles County,CA
18851,3br,1230.0,Washington County,AR
18852,1br,1467.0,Bergen County,NJ
18853,studio,622.0,Clarion County,
18854,4br,1790.0,Harford County,MD
18855,4br,2409.0,Tarrant County,TX
18856,2br,1856.0,Prince William County,VA
18857,2br,1047.0,Anderson County,TN
18858,3br,920.0,Henry County,IL
18859,4br,2164.0,Clark County,
18860,1br,1020.0,Collin County,TX
18861,2br,670.0,Walker County,AL
18862,1br,1121.0,Riverside County,CA
18863,studio,598.0,Cass County,ND
18864,3br,2530.0,Miami-Dade County,FL
18865,1br,0.893,Rockdale County,GA
18866,4br,2524.0,Bergen County,NJ
18867,1br,1445.0,Hays County,
18868,3br,2769.0,Suffolk County,MA
18869,studio,1355.0,Los Angeles County,CA
18870,4br,3107.0,Queens County,NY
18871,studio,608.0,Douglas County,WA
18872,4br,2535.0,El Dorado County,
18873,3br,846.0,Scott County,VA
18874,4br,1878.0,Cape May County,NJ
18875,studio,733.0,Sumter County,FL
18876,3br,1370.0,Amador County,
18877,1br,963.0,Tarrant County,TX
18878,1br,999.0,Clay County,FL
18879,studio,1395.0,Los Angeles County,CA
18880,,1027.0,Tarrant County,TX
18881,,1560.0,Los Angeles County,CA
18882,,1446.0,Williamson County,TN
18883,2br,1177.0,Harris County,TX
18884,1br,996.0,Chesapeake city,VA
18885,2br,1330.0,Thurston County,WA
18886,3br,1503.0,Fort Bend County,TX
18887,,1433.0,Honolulu County,HI
18888,4br,2628.0,Pike County,PA
18889,1br,635.0,Buchanan County,MO
18890,studio,1007.0,Palm Beach County,FL
18891,2br,756.0,Chattooga County,GA
18892,4br,1093.0,Uvalde County,TX
18893,4br,1630.0,Wabasha County,MN
18894,2br,1206.0,El Paso County,CO
18895,4br,1748.0,Washington County,MD
18896,3br,1250.0,Butler County,PA
18897,3br,2141.0,Palm Beach County,FL
18898,,993.0,Lewis County,WV
18899,1br,946.0,Montgomery County,TX
18900,4br,2409.0,Orange County,FL
18901,4br,953.0,Berrien County,MI
18902,1br,938.0,Tarrant County,TX
18903,studio,462.0,Hardin County,IL
18904,studio,638.0,Erie County,NY
18905,4br,1740.0,Kern County,CA
18906,4br,2552.0,Monterey County,CA
18907,,1089.0,El Paso County,CO
18908,,1128.0,Broward County,FL
18909,2br,1765.0,Miami-Dade County,FL
18910,4br,2242.0,San Bernardino County,CA
18911,1br,1091.0,Maricopa County,
18912,studio,1005.0,Bartow County,
18913,1br,898.0,Hillsborough County,FL
18914,1br,831.0,Monroe County,NY
18915,4br,1036.0,Clinton County,IA
18916,,1082.0,Lyon County,KS
18917,4br,1092.0,Grant County,AR
18918,4br,2394.0,Adams County,CO
18919,studio,1338.0,San Diego County,CA
18920,1br,522.0,Brown County,OH
18921,3br,1077.0,Muscogee County,GA
18922,4br,1541.0,Eaton County,MI
18923,1br,1786.0,Arlington County,VA
18924,3br,1253.0,Bell County,TX
18925,studio,1288.0,Nassau County,NY
18926,2br,1637.0,Clackamas County,OR
18927,3br,1574.0,Jefferson County,AL
18928,4br,4107.0,King County,WA
18929,2br,812.0,Freeborn County,MN
18930,4br,1922.0,Grundy County,IL
18931,1br,1253.0,Collin County,TX
18932,,1331.0,Hennepin County,MN
18933,3br,1226.0,Berkeley County,SC
18934,,1675.0,Harris County,TX
18935,2br,2207.0,Suffolk County,
18936,studio,993.0,Dallas County,TX
18937,studio,819.0,Franklin County,
18938,2br,2214.0,San Diego County,CA
18939,3br,1906.0,Cumberland County,ME
18940,studio,702.0,Milwaukee County,
18941,4br,1685.0,Schenectady County,NY
18942,3br,3612.0,Snohomish County,WA
18943,3br,1403.0,Lehigh County,PA
18944,studio,776.0,Dane County,WI
18945,3br,1527.0,Mecklenburg County,NC
18946,2br,925.0,Licking County,OH
18947,4br,1261.0,Oneida County,NY
18948,4br,3344.0,Middlesex County,MA
18949,3br,1192.0,oSuthampton County,
18950,1br,1498.0,Los Angeles County,CA
18951,3br,1182.0,Warren County,OH
18952,3br,1369.0,Jefferson County,AL
18953,4br,1866.0,Pima County,AZ
18954,3br,1344.0,Mecklenburg County,NC
18955,4br,2321.0,New Haven County,
18956,3br,1778.0,Gwinnett County,GA
18957,1br,1182.0,Buncombe County,NC
18958,2br,1660.0,Denver County,
18959,studio,1050.0,Juneau City and Borough,AK
18960,1br,1890.0,Alexandria city,VA
18961,1br,1652.0,Queens County,NY
18962,3br,2567.0,Orange County,CA
18963,studio,693.0,Milwaukee County,WI
18964,4br,1096.0,Woodbury County,IA
18965,2br,1179.0,Jackson County,MO
18966,4br,2572.0,Norfolk County,MA
18967,2br,1384.0,Dallas County,TX
18968,4br,2013.0,Cobb County,GA
18969,4br,1991.0,Wake County,NC
18970,3br,1655.0,Chisago County,MN
18971,1br,814.0,Livingston County,MI
18972,4br,2023.0,Pike County,PA
18973,studio,676.0,Mobile County,AL
18974,,2085.0,Honolulu County,HI
18975,,944.0,Denton County,TX
18976,2br,796.0,Carroll County,IN
18977,1br,1244.0,Barnstable Couwty,MA
18978,2br,2053.0,Orange County,CA
18979,3br,1307.0,St. Louis city,MO
18980,4br,1887.0,Cook County,
18981,2br,763.0,Isabella County,MI
18982,2br,2038.0,Los Angeles County,CA
18983,2br,1810.0,Washington County,OR
18984,3br,1592.0,Cook County,IL
18985,4br,1440.0,Wagoner County,OK
18986,4br,1900.0,Hartford County,CT
18987,studio,899.0,Manatee County,FL
18988,4br,1843.0,Mecklenburg County,
18989,1br,818.0,Ulster County,NY
18990,studio,1397.0,Kauai County,HI
18991,,5561.0,Santa Clara County,CA
18992,studio,1052.0,Lake County,IL
18993,2br,2391.0,Queens County,NY
18994,studio,1217.0,Cook County,IL
18995,1br,919.0,Tuscaloosa County,AL
18996,studio,830.0,Baltimore County,MD
18997,3br,1684.0,Kenlall County,TX
18998,studio,495.0,Sebastian County,AR
18999,4br,1001.0,Macon County,IL
19000,1br,760.0,East Baton Rouge Parish,LA
19001,3br,1417.0,Jackson County,MO
19002,3br,929.0,Warren County,MS
19003,3br,1601.0,Hampton city,
19004,4br,1756.0,Douglas County,GA
19005,3br,1054.0,Ionia County,MI
19006,4br,1711.0,Plumas County,CA
19007,studio,710.0,Douglas County,NE
19008,4br,1970.0,Washtenaw County,MI
19009,1br,572.0,Hidalgo County,TX
19010,4br,1292.0,York County,PA
19011,1br,1971.0,New York County,NY
19012,3br,4350.0,Orange County,
19013,studio,790.0,Oklahoma County,OK
19014,2br,894.0,Kent County,MI
19015,,970.0,Washington County,WI
19016,2br,1204.0,Harris County,TX
19017,2br,949.0,Westmoreland County,VA
19018,,587.0,Allen County,IN
19019,3br,979.0,Morrill County,
19020,studio,1456.0,King County,WA
19021,studio,748.0,Wayne Cuonty,MI
19022,1br,1155.0,Charleston County,SC
19023,studio,712.0,Polk County,FL
19024,1br,918.0,Rensselaer Councy,NY
19025,2br,1177.0,Harris County,TX
19026,3br,1050.0,Cleveland County,OK
19027,4br,1836.0,Clay County,FL
19028,studio,1175.0,Denton County,TX
19029,1br,771.0,Spencer County,KY
19030,3br,2442.0,Newk York County,NY
19031,4br,1269.0,Cameron County,TX
19032,4br,3.71,Sonoma County,CA
19033,,2027.0,Oraneg County,CA
19034,3br,1252.0,Clark County,KY
19035,2br,2250.0,Queens County,NY
19036,1br,1107.0,Warren County,NJ
19037,4br,1458.0,Washington County,NY
19038,studio,717.0,Jefferson County,KY
19039,1br,1041.0,Cheatham County,
19040,studio,925.0,DuPage County,IL
19041,1br,594.0,Hoke County,NC
19042,1br,597.0,Washington County,AR
19043,3br,1312.0,Cabell County,WV
19044,2br,825.0,Allegheny County,PA
19045,studio,1607.0,King County,WA
19046,1br,575.0,Monroe County,
19047,3br,1284.0,St. Martin Parish,LA
19048,1br,886.0,Kings County,
19049,2br,1933.0,District of Columbia,DC
19050,studio,935.0,New Haven County,CT
19051,4br,1891.0,Prince George County,VA
19052,3br,997.0,Hamblen County,
19053,3br,2364.0,Columbia County,OR
19054,,1422.0,Bronx County,NY
19055,2br,1112.0,Macomb County,MI
19056,2br,714.0,Delaware County,OK
19057,1br,1751.0,King County,WA
19058,2br,907.0,Dauphin County,PA
19059,studio,1092.0,Cook County,IL
19060,3br,1164.0,Cook County,IL
19061,3br,1658.0,Kitsap County,WA
19062,,1068.0,Greenville County,SC
19063,,856.0,Dutchess County,NY
19064,1br,1513.0,Miami-Dade County,FL
19065,studio,680.0,Lancaster County,PA
19066,studio,1094.0,Cook County,IL
19067,2br,1040.0,Oakland County,
19068,,628.0,Lafourche Parish,LA
19069,studio,755.0,Bexar County,TX
19070,2br,736.0,Jackson County,OH
19071,3br,2728.0,Douglas County,CO
19072,3br,2748.0,San Diego County,
19073,,932.0,Collier County,FL
19074,3br,2067.0,Bristol County,
19075,4br,2418.0,Sacramento County,CA
19076,studio,497.0,Greenwood County,SC
19077,4br,2828.0,Los Angeles County,CA
19078,,840.0,Bay County,FL
19079,3br,1324.0,Allegheny County,PA
19080,2br,1666.0,Prince William County,VA
19081,1br,1114.0,Philadelphia County,PA
19082,1br,595.0,Kandiyohi County,MN
19083,4br,3668.0,Middlesex County,MA
19084,4br,2079.0,St. Croix County,WI
19085,1br,863.0,Cayuga County,
19086,3br,2017.0,Union County,NJ
19087,1br,589.0,Montgomery County,OH
19088,3br,1083.0,Edgecombe County,NC
19089,,1254.0,Maricopa County,AZ
19090,3br,1087.0,Wood County,WI
19091,,787.0,Lafourche Parish,LA
19092,,1047.0,Orange County,FL
19093,4br,2008.0,Brazoria County,TX
19094,3br,881.0,Benton County,MO
19095,,1155.0,Clark County,NV
19096,4br,2686.0,New York County,NY
19097,3br,992.0,Buchanan County,
19098,,885.0,Walker County,GA
19099,2br,715.0,Taylor County,FL
19100,1br,851.0,Cumberland County,PA
19101,,952.0,Clay County,MO
19102,,697.0,Jefferson County,AL
19103,studio,691.0,Wayne County,MI
19104,3br,1244.0,Sedgwick County,KS
19105,4br,1721.0,Philadelphia County,PA
19106,,606.0,Fremont County,WY
19107,,1688.0,Hillsborough County,FL
19108,4br,2143.0,Dickson County,
19109,2br,1000.0,Waukesha County,WI
19110,1br,800.0,Warren County,OH
19111,studio,963.0,Essex County,NJ
19112,2br,1043.0,Craven County,NC
19113,4br,1811.0,Martin County,FL
19114,1br,584.0,Berrien County,MI
19115,2br,1158.0,Maricopa County,AZ
19116,,623.0,Oakland County,MI
19117,2br,1213.0,San Bernardino County,CA
19118,2br,2016.0,Sonoma County,CA
19119,studio,590.0,Newton County,MS
19120,1br,1023.0,Maricopa County,AZ
19121,2br,1518.0,New Haven County,CT
19122,3br,2655.0,Prince William County,VA
19123,3br,1479.0,Rensselaer County,NY
19124,3br,1879.0,DuPage County,IL
19125,1br,907.0,Washington County,RI
19126,1br,1082.0,Osceola County,FL
19127,1br,1016.0,Lane County,OR
19128,2br,1164.0,FranklinnCounty,
19129,4br,1070.0,Blair County,PA
19130,3br,918.0,Crawford County,OH
19131,4br,1717.0,Philadelphia Couty,PA
19132,2br,1686.0,Arapahoe County,CO
19133,1br,555.0,Putnam County,TN
19134,3br,1477.0,La Plata County,CO
19135,studio,773.0,Saratoga County,NY
19136,4br,1017.0,Red River Parish,LA
19137,1br,1325.0,Bronx County,NY
19138,4br,1914.0,York County,SC
19139,2br,1450.0,York Cbunty,SC
19140,2br,1370.0,Placer County,CA
19141,3br,1125.0,Caddo Parish,
19142,3br,3094.0,Los Angeles County,
19143,4br,4187.0,Santa Clara County,CA
19144,3br,1348.0,Monroe County,
19145,studio,617.0,Cuyahoga County,OH
19146,studio,658.0,St. Louis County,MO
19147,3br,1199.0,Wayne County,OH
19148,3br,3348.0,King County,WA
19149,1br,1034.0,Sacramento County,
19150,1br,1237.0,Broward County,FL
19151,4br,3135.0,Los Angeles County,CA
19152,4br,1514.0,Fayette County,KY
19153,1br,704.0,Umatilla County,
19154,2br,1502.0,Denton County,
19155,4br,952.0,Clarendon County,SC
19156,studio,432.0,White County,AR
19157,4br,1906.0,Orange County,FL
19158,2br,1309.0,Montgomery County,
19159,4br,1678.0,Nueces County,TX
19160,studio,829.0,Oklahoma County,OK
19161,1br,839.0,Oakland County,MI
19162,2br,1058.0,Kent County,RI
19163,2br,1433.0,Dallas County,TX
19164,3br,1174.0,Ontario County,NY
19165,,748.0,El Paso County,TX
19166,studio,1378.0,Norfolk County,
19167,4br,1810.0,DeKalb County,GA
19168,3br,1085.0,DeSoto County,
19169,2br,1211.0,Clark County,NV
19170,3br,2103.0,District of Columbia,
19171,studio,1005.0,Pasco County,
19172,3br,1483.0,Hartford County,CT
19173,studio,997.0,Newton County,GA
19174,2br,803.0,Floyd County,GA
19175,2br,2080.0,Los Angeles County,CA
19176,4br,1279.0,Lucas County,OH
19177,4br,1068.0,Acadia Parish,LA
19178,2br,1294.0,Maricopa County,AZ
19179,3br,801.0,HempsteadC ounty,AR
19180,studio,1341.0,Prince George's County,MD
19181,2br,1929.0,Prince William County,VA
19182,3br,2020.0,Bucks County,
19183,2br,1777.0,Frederick County,MD
19184,1br,684.0,Assumption Parish,LA
19185,,3969.0,Santa Cruz County,CA
19186,3br,971.0,Defiance County,OH
19187,4br,2789.0,Clackamas County,OR
19188,,810.0,Liberty County,GA
19189,studio,1412.0,Fairfield County,CT
19190,4br,2769.0,Fairfield County,CT
19191,4br,2132.0,Atlantic County,NJ
19192,2br,1264.0,Baltimore city,MD
19193,studio,473.0,Johnson County,MO
19194,studio,1124.0,Collin County,TX
19195,2br,2054.0,San Diego County,
19196,studio,842.0,King George County,VA
19197,2br,3531.0,San Francisco County,CA
19198,,615.0,Silver Bow County,MT
19199,studio,646.0,Fond du Lac County,WI
19200,1br,578.0,White County,GA
19201,1br,460.0,Dodge County,NE
19202,4br,1598.0,St. Louis city,MO
19203,1br,700.0,Butler County,OH
19204,4br,2684.0,Strafford County,NH
19205,studio,613.0,Huron County,OH
19206,3br,1690.0,Douglas County,GA
19207,2br,1215.0,Riverside County,CA
19208,2br,1210.0,Chesapeake city,VA
19209,4br,862.0,Marion County,KY
19210,1br,1017.0,Gwinnett County,GA
19211,2br,669.0,Monroe County,TN
19212,2br,1048.0,Pottawattamie County,IA
19213,3br,1034.0,Hidalgo County,TX
19214,,1161.0,Riverside County,CA
19215,2br,1601.0,Maricopa County,AZ
19216,1br,953.0,Weld County,CO
19217,4br,2281.0,Hennepin County,MN
19218,1br,886.0,Stanislaus County,CA
19219,studio,595.0,Sauk County,WI
19220,1br,1526.0,Los Angeles County,CA
19221,1br,1810.0,Suffolk County,NY
19222,1br,1794.0,Suffolk County,NY
19223,4br,1193.0,Alamance County,
19224,1br,1109.0,Hillsborough County,NH
19225,4br,2507.0,Collin County,TX
19226,4br,2130.0,Orange County,FL
19227,1br,737.0,Banks County,GA
19228,4br,3395.0,Los Angeles County,CA
19229,4br,2723.0,San Joaquin County,CA
19230,4br,4084.0,Honolulu County,HI
19231,,1177.0,Pittsburg County,OK
19232,2br,1285.0,Placer County,CA
19233,studio,932.0,Richmond County,GA
19234,2br,1010.0,Leavenworth County,
19235,2br,1039.0,Buena Vista city,VA
19236,2br,1236.0,Maricopa County,AZ
19237,3br,1426.0,Wayne County,MI
19238,3br,936.0,Erath County,TX
19239,2br,2169.0,Nassau County,NY
19240,3br,1210.0,Jefferson County,
19241,4br,897.0,Dunklin County,MO
19242,2br,803.0,Ottawa County,OK
19243,studio,1263.0,Will County,IL
19244,4br,1134.0,Gogebic County,MI
19245,studio,2211.0,Santa Clara County,
19246,2br,1543.0,Cook County,IL
19247,3br,4785.0,San Francisco County,CA
19248,2br,2151.0,Fairfield County,CT
19249,studio,1018.0,Thurston County,WA
19250,studio,1057.0,Pierce County,
19251,4br,1107.0,Bedford County,VA
19252,2br,1435.0,Sacramento County,CA
19253,1br,1238.0,Coo County,IL
19254,studio,507.0,Crawford County,MO
19255,1br,1052.0,Clark County,NV
19256,studio,1983.0,Rfchmond County,
19257,2br,1174.0,Stanislaus County,CA
19258,4br,4349.0,San Diego County,CA
19259,2br,1269.0,Harris County,TX
19260,2br,981.0,Washington County,PA
19261,3br,1394.0,Bernalillo County,NM
19262,,869.0,Medina County,TX
19263,4br,2419.0,Charlestrn County,SC
19264,1br,1570.0,Arapahoe County,CO
19265,2br,2555.0,Bronx County,NY
19266,,1602.0,Humboldt County,CA
19267,1br,1247.0,Middlesex County,
19268,studio,1151.0,Broward County,FL
19269,studio,1987.0,Queens County,NY
19270,4br,2119.0,Henry County,GA
19271,1br,621.0,Jefferso nCounty,MO
19272,2br,880.0,Jackson County,MI
19273,3br,1.094,Tulsa County,OK
19274,3br,1556.0,Inyo County,CA
19275,4br,981.0,Barbour County,AL
19276,studio,849.0,Salt Lake County,
19277,3br,2805.0,Los Angeles County,CA
19278,2br,1017.0,Greenville County,SC
19279,3br,1257.0,Milwaukee County,WI
19280,studio,671.0,Hartford County,CT
19281,studio,1051.0,Denton County,TX
19282,3br,1906.0,Bristol County,MA
19283,4br,1213.0,Sumter County,FL
19284,1br,787.0,Polk County,FL
19285,studio,660.0,Moore County,NC
19286,3br,2228.0,Miami-Dade County,FL
19287,4br,940.0,Bertie County,NC
19288,4br,1715.0,Clay County,SD
19289,4br,1052.0,Clearfield County,
19290,3br,1156.0,Union County,IN
19291,studio,692.0,Gallatin County,MT
19292,1br,870.0,Lane County,OR
19293,2br,1479.0,Anne Arundel County,MD
19294,2br,2217.0,Snohomish County,WA
19295,2br,1412.0,Cook County,IL
19296,2br,2306.0,Los Angeles County,CA
19297,4br,1017.0,Pulaski County,
19298,2br,1168.0,Worcester County,MD
19299,4br,1473.0,Allegheny County,PA
19300,studio,546.0,Bradford County,FL
19301,4br,1120.0,Randolph County,
19302,1br,841.0,Culpeper County,VA
19303,2br,945.0,Weber County,UT
19304,3br,1545.0,Bexar County,TX
19305,1br,1851.0,Fairfield County,CT
19306,studio,1039.0,Travis County,TX
19307,,1177.0,Los Angeles County,CA
19308,2br,1963.0,Westchestner County,NY
19309,3br,934.0,Floyd County,GA
19310,1br,1021.0,Osceola County,FL
19311,1br,841.0,Providence County,RI
19312,,2408.0,Hernando County,FL
19313,1br,1183.0,Miami-Dade County,FL
19314,,1205.0,Delaware County,PA
19315,4br,1152.0,Kalamazoo County,MI
19316,3br,1846.0,Cook County,IL
19317,2br,3248.0,Santa Clara County,CA
19318,4br,1911.0,Salt Lake County,UT
19319,,3612.0,Contra Costa County,CA
19320,3br,2270.0,Ventura County,CA
19321,studio,558.0,Davidson County,NC
19322,4br,2122.0,Essex County,NJ
19323,1br,816.0,Flagler County,FL
19324,4br,1290.0,Ogle County,IL
19325,studio,1638.0,Fairfax County,VA
19326,1br,669.0,Umatilla County,OR
19327,1br,1271.0,Gwinnett County,GA
19328,3br,2123.0,York County,
19329,3br,1663.0,Lane County,OR
19330,,921.0,Ramsey County,MN
19331,3br,1014.0,Warren County,
19332,1br,522.0,Garvin County,OK
19333,3br,2102.0,Madera County,
19334,1br,1270.0,Travis County,TX
19335,1br,1615.0,Los Angeles County,CA
19336,3br,1484.0,Wyandotte County,KS
19337,3br,1133.0,Pickens County,SC
19338,1br,1138.0,Tarrant County,TX
19339,studio,819.0,Salt Lake County,UT
19340,2br,901.0,Oklahoma County,OK
19341,2br,682.0,Russell County,KS
19342,studio,509.0,edgwick County,KS
19343,,1484.0,Catoosa County,
19344,4br,1011.0,Mayes County,OK
19345,4br,2462.0,Anoka County,MN
19346,studio,1670.0,Kings County,NY
19347,3br,1529.0,Philadelphia County,PA
19348,,1172.0,San Bernardino County,CA
19349,2br,3315.0,Marin County,CA
19350,1br,2125.0,Contra Costa County,CA
19351,studio,2054.0,San Francisco County,CA
19352,2br,1041.0,Franklin County,OH
19353,studio,1798.0,Richmond County,NY
19354,4br,2167.0,Harris County,TX
19355,,1744.0,Contra Costa County,CA
19356,1br,775.0,Rockingham County,VA
19357,3br,1031.0,Otsego County,NY
19358,,1020.0,Harris County,TX
19359,3br,1979.0,Garfield County,CO
19360,,574.0,Summit County,OH
19361,studio,517.0,Marquette County,MI
19362,4br,1051.0,Allen County,IN
19363,1br,836.0,Cuyahoga County,OH
19364,1br,721.0,Onslow County,NC
19365,3br,1479.0,Alachua County,FL
19366,3br,1269.0,Randall County,TX
19367,2br,1067.0,Denton County,TX
19368,,1591.0,Cass County,
19369,,2645.0,Sacramento County,CA
19370,studio,1308.0,Collier County,FL
19371,4br,2251.0,Morris County,NJ
19372,3br,1684.0,Hartford County,CT
19373,2br,1182.0,Charlottesville city,VA
19374,1br,1969.0,Westchester County,
19375,1br,685.0,Monroe County,WI
19376,studio,718.0,Stanislaus County,CA
19377,2br,1082.0,Ada County,ID
19378,3br,880.0,Oconee County,SC
19379,studio,1421.0,San Diego County,CA
19380,studio,1626.0,Loudoun County,VA
19381,2br,2233.0,Suffolk County,NY
19382,studio,576.0,Uvalde County,TX
19383,2br,1317.0,Fulton County,GA
19384,4br,2019.0,Baltimore County,MD
19385,4br,2078.0,Olmsted County,MN
19386,1br,1277.0,Baltimore city,MD
19387,studio,1294.0,Morris County,NJ
19388,studio,1121.0,Cook County,IL
19389,3br,1306.0,Cumebrland County,PA
19390,2br,772.0,Grant Parish,LA
19391,2br,1708.0,Miami-Dade County,FL
19392,3br,1778.0,Tarrant County,TX
19393,2br,1847.0,Miami-Dade County,FL
19394,,1260.0,Webb County,TX
19395,1br,816.0,Albany County,NY
19396,3br,2.579,Kings County,NY
19397,1br,405.0,Gooding County,ID
19398,4br,3159.0,Los Angeles County,CA
19399,2br,1593.0,Sacramento County,CA
19400,,1779.0,Stanislaus County,
19401,1br,714.0,Hamilton County,OH
19402,2br,665.0,Howard County,MO
19403,2br,993.0,Shawnee County,
19404,2br,1932.0,Los Angeles County,CA
19405,2br,1608.0,Arapahoe County,CO
19406,1br,698.0,Allegany County,MD
19407,2br,736.0,Fond du Lac County,WI
19408,1br,522.0,Lynchburg city,VA
19409,studio,1773.0,Kings County,NY
19410,4br,2190.0,San Bernardino County,
19411,1br,1069.0,Collin County,TX
19412,3br,2809.0,Los Angeles County,CA
19413,2br,1152.0,Benton County,WA
19414,studio,815.0,Sarasota County,
19415,studio,666.0,Anoka County,
19416,3br,1151.0,Blair County,PA
19417,,1707.0,Santa Cruz County,CA
19418,4br,1501.0,Canyon County,ID
19419,studio,679.0,Lincoln County,NC
19420,studio,1849.0,King Copnty,WA
19421,studio,1029.0,Worcester County,MA
19422,2br,1446.0,Cook County,IL
19423,2br,1291.0,Ector County,TX
19424,1br,1069.0,Henry County,GA
19425,studio,1174.0,Worcester County,MA
19426,studio,1699.0,Orange County,CA
19427,1br,671.0,Butler County,KS
19428,1br,700.0,Lee County,AL
19429,,721.0,Lonoke County,
19430,,1515.0,Middlesex County,NJ
19431,,1031.0,Forest County,WI
19432,1br,955.0,Lexington County,SC
19433,2br,2452.0,Orange County,CA
19434,3br,788.0,Mahaska County,IA
19435,2br,1751.0,Somerset County,NJ
19436,1br,1081.0,Sacramento County,CA
19437,2br,1914.0,Monterey County,CA
19438,4br,1446.0,Leavenworth County,
19439,1br,916.0,Brazoria County,TX
19440,3br,1386.0,Polk County,
19441,2br,864.0,Hamilton County,TN
19442,1br,1080.0,Buncombe County,NC
19443,4br,1139.0,Waukesha County,WI
19444,,2074.0,Clark County,NV
19445,studio,551.0,Washington County,AR
19446,2br,931.0,Codington County,SD
19447,1br,775.0,Radford city,VA
19448,studio,1015.0,Baltimore County,
19449,4br,2744.0,Passaic County,NJ
19450,1br,900.0,Richmond County,GA
19451,studio,1681.0,Kings County,NY
19452,3br,1779.0,San Bernardino County,CA
19453,1br,801.0,Oakland County,MI
19454,2br,1359.0,Tarrant County,TX
19455,4br,1039.0,Hocking County,OH
19456,studio,524.0,Cache County,UT
19457,2br,1243.0,Riverside County,
19458,2br,731.0,Braxton County,
19459,,1503.0,Fairfa xCounty,VA
19460,4br,1631.0,Merrimack County,NH
19461,studio,601.0,Clermont County,OH
19462,4br,1760.0,Clay County,FL
19463,1br,988.0,San Bernardino County,CA
19464,3br,1434.0,Grays Harbor County,WA
19465,3br,3078.0,King County,WA
19466,studio,908.0,Riverside County,CA
19467,4br,1582.0,Merrimack County,NH
19468,3br,914.0,Talladega County,AL
19469,studio,748.0,Davidson County,TN
19470,3br,1459.0,Spokane County,WA
19471,2br,2215.0,San Diego County,CA
19472,3br,2628.0,Kings County,NY
19473,1br,614.0,Fremont County,ID
19474,1br,801.0,Marion County,FL
19475,1br,545.0,Blair County,PA
19476,4br,1387.0,Comanche County,OK
19477,2br,2108.0,Nassau County,NY
19478,2br,1364.0,Pinellas County,FL
19479,,3631.0,Alameda County,CA
19480,4br,1520.0,Christian County,KY
19481,4br,1495.0,Mobile County,AL
19482,studio,2202.0,Santa Clara County,CA
19483,4br,2976.0,Miami-Dade County,
19484,2br,894.0,Wayne County,MI
19485,2br,1105.0,Maricopa County,AZ
19486,4br,888.0,Franklin County,IL
19487,,948.0,Maricopa County,AZ
19488,3br,818.0,Baldwin County,
19489,3br,2057.0,Ocean County,
19490,3br,1251.0,Big Horn County,MT
19491,1br,633.0,Harrison County,MS
19492,,1375.0,Lafayette Parish,LA
19493,4br,2660.0,Queens County,NY
19494,4br,1840.0,Hartford County,CT
19495,studio,834.0,Saratoga County,
19496,2br,1183.0,Duval County,FL
19497,4br,2121.0,Duval County,FL
19498,4br,3138.0,Miami-Dade County,FL
19499,3br,1702.0,Henry County,GA
19500,studio,662.0,Winnebago County,IL
19501,1br,1109.0,Cherokee County,GA
19502,,2464.0,Contra Costa County,CA
19503,1br,1417.0,Columbia County,OR
19504,1br,828.0,Escambia County,FL
19505,,986.0,Mecklenburg County,NC
19506,4br,2220.0,Travis County,TX
19507,3br,1909.0,Hillsborough County,FL
19508,studio,1032.0,Hillsborough County,NH
